Comment,review1,review2,review3
"""হামাস মুসলিম ব্রাদরহুডের অংশ হোক বা সন্ত্রাসী সংগঠক হোক,তারা তো নিজ দেশের স্বার্থে লড়তাছে..??তারা তো অন্তত ইসরায়েল অপেক্ষা অনেক কম সন্ত্রাসী..??.হামাস জায়গায় যদি কোন অমুসলিম সংগঠন হতো, তাহলে আপনার সুর সম্পূর্ণ উল্টো হতো তাতে কোন সন্দেহ নাই..!""",social,social,social
"""আপনি স্বীকার করে নেন যে আপনি একজন ডাবল স্ট্যান্ডার্ড নাস্তিক। কদিন ধরেই দেখছি আপনি হামাসকে জংগী সংগঠন, শিশুদেরকে জংগী প্রশিক্ষণ প্রদানকারী দল, ফিলিস্তিনের নিরপরাধ মুসলমানদের বিপদের মুখে ঠেলে দেয়া দল হিসেবে প্রতিস্টা করার আপ্রান প্রয়াস চালাচ্ছেন। আপনার স্ট্যাটাসের কয়টা জায়গাতে ইসরায়েলি আগ্রাসনের প্রতিবাদ করেছেন?? সব কিছু নিয়ে ব্যালান্স ব্যালান্স খেলছেন আপনি। এই হামলা শুরু করার ইসরায়েল সর্বাত্তক উস্কানী দিয়েছে। এবং এখন সমগ্র ফিলিস্তিনকে রক্তাত্ত করছে। স্কুল, হাস্পাতাল, সংবাদ কেন্দ্র সব ধবংস করছে৷ আপনি একজন ইসরায়েলের খাস সমর্থক। ইসরায়েলে বোমাহামলার জন্য আপনার প্রান কেদে কেটে অস্তির হয়ে যাচ্ছে। ## আসিফ সাহেব, আপনি অফ যানতো ভাই, আপনি কেমন মানুষ তা সবাই জানে। মানবতাবাদী সাজতে আইসেন না। আপনি নাস্তিক টাইটেলের যোগ্য না।""",social,antisocial,antisocial
ভাই যারা আজকে ইজরায়েলের বিরুদে কথা বলতাছে তারা ইজরায়েলে একটা বাল ও ছিরতে পারবেনা,social,social,social
আধা মাদার টোস্ট আসিফ,antisocial,antisocial,antisocial
এত বুদ্ধি নিয়ে রাতে ঠিকমতো গুম হয় বলদ?,social,antisocial,antisocial
এত বড় শাউয়ার প্রলাপ পড়ে আমার প্রস্রাব গড়িয়ে পড়লো ।,antisocial,antisocial,antisocial
"""কেউ যদি আপনার বাড়ি থেকে আপনাকে ঘাড় ধাক্কা দিয়ে বের করে দিয়ে বাড়ি টা দখল করে, নেয় তখন আপনার ভূমিকা কি হবে একটু বলেন।""",social,social,social
বাটপারের বাচ্চা তুই মুসলিম বিদ্ধেষী হইলে সমস্যা নাই আর হামাস নিজেদের আত্নরক্ষার চেষ্টা করলে জংগি হইয়া যায়??,social,social,social
হুদাই এইডারে মগচিপ বলে না,social,social,social
"""ইসরাইল ফিলিস্তিনি শিশুদের হত্যা করে, হামাস সেই শিশুদের লাশ নিয়ে ব্যবসা করে।""",antisocial,antisocial,antisocial
ছোট হামাস তোমার নুনুর মধ্যেও রকেট ছুড়বে। সেই রকেটে দেখবা তোমার বিচি লন্ডভন্ড হয়ে যাবে।,antisocial,antisocial,antisocial
অসাধারণ তথ্যসমৃদ্ধ লেখা।,social,social,social
"""মানুষের সন্তান বলতে কি বাঁধলো আপনার! ফুটফুটে একটা বাচ্চা, নিজের আত্মজকে নিয়েও ধর্মীয় সুঁড়সুঁড়ি না দিয়ে থাকতে পারলেন না! আমি তো দেখছি একটি নিষ্পাপ মানবশিশুর মুখ।""",social,antisocial,antisocial
আল্লাহ আপনাকে আপনার আহালদেরকে হেদায়েত নসিব ফরমান,social,social,social
এইটা একদম সত্য কথা। মুখ ফসকে বেরোলেও এটাই সত্য।,social,social,social
কি সুন্দর,social,social,social
আমি তো দেহি মানুষের ছা,social,social,social
হিরো আলমের পেজের ফলোয়ার ম্যাক্সিমাম আপনাকে ফলো করে এটাও একটা রহস্য।,social,social,social
"""ইবলিসের ছা, বলে নিজেকে কি গর্ববোধ মনে করছেন ??? এটা কোনভাবেই মেনে নেওয়া যায় না। কারন একটা কোমলমতি বাচ্চা কখনও ইবলিস হতে পারে না কারন তারা ফেরেশতার সমতুল্য। একটা শিক্ষিত মানুষের কাছ থেকে এতো নোংরা উক্তি আপনার বঃঙশ পরিচিতিকেই তুলে ধরে।""",social,social,social
দুয়া করে দিলাম এই ছেলে যেন আলেম হয়,social,social,social
"""ভাগ্য ভালো যে হাইয়া ওয়ান বলে নাই,""",social,social,social
আমাগো ছা।,social,social,social
"""ইবলিসের ছানা ইবলিসের মত না হয়,""",social,antisocial,antisocial
"""সিদ্ধার্ত দিন দিন খুব সুন্দর হচ্ছে,, ভবিষ্যতে ওর সাথে কথা বলতে চাই।""",social,social,social
কি রে হারামজাদা তুই না নাস্তিক? সালার পো দেখি জাতে মাতাল তালে ঠিক!!!,social,antisocial,antisocial
বাপ কা বেটা।,social,social,social
অফুরন্ত ভালোবাসা,social,social,social
"""তার মানে আপনি ঐ রাতে বাসায় ছিলেন না""""! ধুর মিয়া, এসব কথা মানুষ প্রকাশ্যে বলে নাকি """"!""",social,social,social
ইবলিশের মতোই পরম আয়ু লাভ করুক,social,social,social
অসাধারণ বাবুটা,social,social,social
"""কি সুন্দর ফুটফুটে একটা বাবু। কিন্তু ৯৯% কমেন্ট তার বাবা কে ঘিরে। পিতাও হয়তো তাই ই চেয়েছেন (ক্যাপশন)। তবুও আমি মনে করি পরিবার ও ভালবাসার মানুষ গুলো কে আদর্শিক দ্বন্দ্বে উপস্থাপন বা তাদের প্রতি তির্যক মন্তব্য কোনটাই কাম্য নয়।""""ইবলিশ"""", """"লুসিফার"""", """"পিচাশ""""--- কোন টিই নয়, মানব সন্তান।বাবুটার জন্য অনেক আদর আর ভালবাসা রইলো। সে যেন দীর্ঘজীবী আর অনেক মনের অধিকারী হয়- এই শুভ কামনা রইলো।""",social,social,social
ওমা... নতুন হেয়ার স্টাইল,social,social,social
সিনিয়র ইবলিশ এর মতোই দেখতে,social,antisocial,antisocial
হাসছি আমি হাসছি দেখ পাচ্ছে হাসি হাসছি তাই। বড় হয়ে মুক্ত সমাজ যেন আমি দেখতে পাই।,social,social,social
বাবার মিনিপ্যাক।,social,social,social
মাশা আল্লাহ। শুভকামনা রহিল,social,social,social
একটি মানুষ হউক সে। শুধুই মানুষ।,social,social,social
মাদেসায় ভত্তি করিয়ে দিলে ইব্লিশ পালাইব।ইব্লিশ তাড়িয়ে মানুষ বানাতে আপনার সন্তানকে আজই মাদেসায় ভত্তি করিয়ে দিন ;),social,antisocial,antisocial
কী প্রাণবন্ত হাসি,social,social,social
আল্লাহ কল্যাণে সুখে ঈমানের নূরে পরিপূর্ন করুন সুন্দর বাবুটাকে।,social,social,social
ঠিকই কইছসরে ইবলিশ,social,social,social
ভূতের বাচ্চা সোলেমান,antisocial,antisocial,antisocial
"""ইবলিশের ছা টা যেনোমানুষের ছা হয়,,,,,হয় না যালেমের ঘরে আলেম""",social,antisocial,antisocial
একটা নিষ্পাপ শিশুকে নিয়ে উলটা পালটা কমেন্ট করছে এক ধরনের আল্লাহর বান্দা। হ্যা এটাই ইসলামের প্রকৃত সৌন্দর্য্য,social,social,social
"""ওনি মানববাদ বই লিখেছেন, শিশুদের মানববাদ হিসাবে তৈরি করার জন্য, কিন্তু আসিপ ষাড় নিজের মায়ের খবর নিলো না, তার মা কমলাপুর রেল স্টেশনে ভিক্ষা করতেছে, আচ্ছা কেউ আজ পর্যন্ত তার বাবা মা নিয়ে কোন পোষ্ট চোখে পড়েছে??""",social,social,social
শয়তানের ছাও,social,antisocial,antisocial
ওর চুল কাটছে পর এতো বড়ো লাগে,social,social,social
অনন্ত মহাকালে মোর যাত্রা অসিম মহাকাশের অন্তে,social,social,social
খুব তাড়াতাড়ি ইবলিশ এর বাপ টা যেন করোনা আক্রান্ত হয়ে মারা যায়।,social,antisocial,antisocial
আসা করি অ একদিন ইসলামের আলোয় আলোকিত হবে,social,social,social
নাস্তিকরা কতটা খারাপ হলে নিজের ছেলেকে ইবলিসের ছা বলতে পারে,social,social,social
"""আসিফ ভাই নিজে কপাল পোড়া আপনি, তাই নাস্তিকতার পথ বেঁচে নিয়েছেন। আপনি নিজেকে যতটা ধর্মীয় জ্ঞানের অধিকারী মনে করছেন আপনি ততদূর পৌঁছাতে পারেন নাই। হয়তো সস্তা প্রচারণার জন্য উদ্ভট কিছু লিখা লিখি করে আলোচনায় থাকছেন, থাকেন but একটা কথায় বলবো যখন একাকী নির্জনে বসেন তখন আপনি নিজেকে নিয়ে একটু ভেবে দেখুনতো-আপনি কোথায় ছিলেন?কোন জগতে আসলেন?সমাজের প্রতি আপনার কর্তব্য কি?আপনি কোথায় আবার বিলীন হবেন?কেনইবা পৃথিবীতে এসেছিলেন?মানুষ জাতি অন্য সৃষ্ট জীবের মত কেন উলঙ্গ নয়?কেন পশুর মত আপনিও জন্মদাতা/জন্মদাত্রীর সাথে যৌন কর্মে মেতে উঠেন না,সেক্ষেত্রে নিজেকে বিবেকের কাঠ গড়ায় দাড় করান?অসুস্থ কালীন কিংবা বিপদে পথিত হয়ে কি কখনো আপনি সৃষ্টি কর্তা যে একজন আছেন তার কথা কি কখনো মনে হয়নি? তাকে স্বরণ করেন নি?এসব প্রশ্নের উত্তর যদি আপনার বিবেক ০০০০০০.১% হ্যাঁ বলে সায় দেয় তাহলে আপনার যে একজন সৃষ্টিকর্তা,স্রষ্টা আছেন তা আপনাকে বিশ্বাস করতে হবে। স্রষ্টাকে মানেন না মানেন সেটা আপনার নিজস্ব ব্যাপার অস্বীকার করাটা মিথ্যাচার।""",social,antisocial,antisocial
নাস্তিকতা তথা ভাইরাস মুক্ত পৃথিবী চাই,social,social,social
ওমা ইবলিশ কি এমনই হয় নাকি???,social,antisocial,antisocial
বাপ যেহেতু ইবলিশ। সে তো ইবলিশের ছা হবেই।,social,antisocial,antisocial
ইবলিশের চোদনে পয়দা হলো বাচ্চা শয়তান। খুম মিষ্টি ছেলেটা।,antisocial,antisocial,antisocial
কি বাবু! টিয়ার ছাও দেখাবা না???,antisocial,social,social
"""ছি! শিশু নিস্পাপ!! ইবলিশের ছা!!!"""" নাউজুবিল্লাহ!!! আল্লাহ মাফ করুন।""",social,social,social
মুমীন বান্দা হিসাবে আল্লাহ বাচ্চা টাকে কবুল করুন ।,social,social,social
জারজের পেটে জারজ সন্তান জন্ম নিয়েছে,antisocial,antisocial,antisocial
হেয়ার কাটিং টা জোস আসিফ ভাই। আর সিদ্ধার্থের হাসির তো জুড়ি নেই।,social,social,social
"""হাসে আর হাসায়, আমরা চেয়ে আছি, আলোকের আশায় !!""",social,social,social
"""হ্যা আমি ইবলিশের চরিত্রকে ভালবাসি, কিন্তু আল্লাহ নামের চরিত্রকে না। কারন মনুষকে যা জানানো হয়েছে ইবলিশ সম্পর্কে, সেই চরিত্র হলো আল্লা ফাকের আর আল্লহকে যে গুন বা ভালো দেখানো হয়েছে, তাহা দেখা যায় ইবলিশের মাঝে। এই দুই কাল্পনিক চরিত্রের মধ্যে ইবলিশের চরিত্রটা ভালো।""",antisocial,antisocial,antisocial
"""অথচ এ মুসলমানরাই বলে, আল্লাহর কোনো শরীক নেই। তাহলে কেন মানুষ হয়ে মানুষের সঙ্গে অন্যায় করে। প্রশ্ন করলে বলে, এরা মুসলিম না। অাজব। মুসলমান। এরা ভেবেও দেখে না, এরা আল্লাহর ওপরই মাতব্বুরি করছে। আল্লাহর সৃষ্টি মানুষকে অস্বীকার করছে। মানে দ্বিতীয় সৃষ্টিকর্তার অস্তিত্ব এ মুসলমানরাই সামনে আনছে। অশিক্ষিত। এদের টার্গেট জান্নাত। যাক। অন্যকে নিয়ে এদের এত মাথা ব্যথার কারণ বুঝি না।""",social,social,social
কেন? আছেই তো পাকিস্তান। ওরাও ওখানে চলে যাক।,social,antisocial,antisocial
"""পৃথিবীটাকে দুইভাগে বিভক্ত দেখতে চাই।একভাগে থাকবে শুধু মানব(নাস্তিক,মুক্তমনা,মানবতাবাদী) আরেকভাগে থাকবে শুধু দানব(ধার্মিক)""",social,social,social
অথচ এরা নাকি শান্তির ধর্মের অনুসারী,social,social,social
"""দক্ষিণ এশিয়ার মানুষ গুলো ধর্ম নামক আফিম খেয়ে , জানোয়ারে পরিণত হয়েছে |""",social,antisocial,antisocial
এ দেশে সত্য নিষিদ্ধ,social,social,social
নিশ্চিহ্ন হউক সমস্ত ধর্ম।,social,social,social
"""যথার্থই বলেছ তনা, রেখেছ মুসলমান করে, কিন্তু মানুষ করোনি""",social,social,social
"""অথচ কি সুন্দর করে করে তারা বলে,ইসলাম শান্তির ধর্ম।লজ্জাও নেই এদের।""",social,social,social
"""বুবু,,,সব কিছু আল্লাহর দান,,আল্লাহ কিছু ওদের দিতে পারুক আর না পারুক,, তবে চাপাতি আর আগুন দিয়েছে ওদের হাতে।।।।ভালো থেকো।।""",social,social,social
যেখানে অন্য ধর্মাবলম্বী নেই সেখানে তো তাই করছে,social,social,social
কিছু ধর্মান্ধ এটা করছে। সবাই নয়। কিন্তু সবার উচিত এসবের প্রতিবাদ করা।,social,social,social
"""আছেই তো, বেশীরভাগ মুসলীম/ ইসলামী দেশগুলোই এমন নিজেরাই নিজেদের মেরে নিশ্চিহ্ন করে....।""",social,antisocial,antisocial
সোনার বাংলার সোনার ছেলেরা ইতিহাসের পুনরাবৃত্তি ঘটিয়ে চলেছে।,social,social,social
তসলিমা কোন ধর্মে বিশ্বাসী নন। তিনি সব ধর্মের অন্ধকার দিকের বিরোধী। তিনি ভারতে মুসলমানদের গরুর মাংস খাওয়ার অপরাধে হত্যা করার বিরুদ্ধেও কথা বলেন তখন কিন্তু অনেকেই তার সেই পোস্টে মন্তব্য করা হতে দূরে থাকে।,social,social,social
পাকিরা এদেশের মুসলিমদের কি তাদের কাতারে জায়গা দেয় না দিয়েছে ? অথচ এদেশের এরা তাদের অন্ত প্রান হয়ে থাকে। মধ্যপ্রাচ্যেও কি আমাদের সাথে কোন সম্পর্ক করে ? আমরা বাংলাদেশীরা কুয়ার বেঙ হয়েই আছে।এ যে কোন পথে চলেছে দেশ বুঝবে যখন কিছু করার থাকবেনা তখন।,social,social,social
"""রাজনীতি আর মৌলবাদ ধর্মের বেশ ধরে স্বার্থ উদ্ধার করে! সংখ্যালঘুরা অথবা দুর্বলেরা তাই চিরকালই খোলসধারীদের হাতে এভাবেই নির্যাতিত হবে! সেটা বাংলাদেশ, ভারত, চেচনিয়া, বসনিয়া, ফিলিস্তিন, ইউক্রেন যে দেশই বলো না কেন।""",social,social,social
"""সমস্যা তো সেখানেই। ওরা এই দেশটাকেই সেই দেশ বানাতে চায়, যেখানে ওরা ছাড়া আর কেউ নাকি থাকবে না। ওদের স্বদেশ নীতি ও বিদেশ নীতি হবে আফগানিস্তানের অনুরূপ। ওরা এখানে মাদক উৎপাদন করবে। মাফিয়ারা বোমার বিনিময়ে তা কিনে নিয়ে যাবে। দিয়ে যাবে বেহেস্তখানার টিকেট।""",social,social,social
আলাদা দেশ করলেও এর সমাধান হবে না কারণ মুসলিম দেশ গুলির দিকে তাকালে বোঝা যায়। একমাত্র অন্য কোনো গ্রহে পাঠালে যদি হয়,social,social,social
"""আমরা আসলে ভেকধারী মুসলমান। যদি সত্যিকার মুসলমান হতাম, তাহলে জাতীয় ঐক্যে জোর দিতাম।""",social,social,social
"""সাতচল্লিশে যে """"ডিভাইড অ‍্যান্ড রুল"""" নীতিতে ভারত পাকিস্তান ভাগ হয়েছে, স্বাধীন বাংলাদেশে সেই একই কুচিন্তা নিয়ে সেটেলারদের পার্বত্য অঞ্চলে পাঠানো হয়েছে। সেটেলাররা প্রত্যক্ষ এবং পরোক্ষভাবে প্রশাসন এবং আর্মিদের সাহায্য পেয়ে আসছে। তাই একই দেশের অধিবাসী হয়েও পাহাড়িরা নিত্য নৈমিত্তিক অত্যাচারের শিকার হচ্ছে। যেসব অত্যাচারের কোনো বিচার হচ্ছেনা।""",social,social,social
"""নাজু, পানছড়ি লংগদু নানিয়ারচর কাউখালি আরও বিভিন্ন এলাকায় সংগঠিত পাহাড়ি সংখ্যালঘুদের জানমালের উপর নানা অত্যাচার, আক্রমণ, ধর্ষণ, হত্যাকান্ডগুলি কোন সালের তুল্যবিচারে নয়, প্রশ্ন শুধু বল্ দেশে কি এজাতীয় কোন আইন পাস করা হয়েছে যে সংখ্যালঘু পাহাড়িদের আক্রমণ করে নির্বিচারে হত্যা কর, ঘরবাড়ী দোকানপাট পুড়িয়ে দাও, ভিটেমাটি থেকে উচ্ছেদ কর, ধর্ষণ কর??? অবশ্য বিচার চাওয়াটাও একটা প্রহসন। যেন পাহাড়িরা গানিমতের মাল যা ইচ্ছা তাই কর। বেটে নাও কেটে নাও মেরে ফেল। সেটেলাররা সুপরিকল্পিত প্ল্যানের একটি অংশ মাত্র। ৫০০০ হাজার সেটেলারকে প্ল্যান্ট করেন মেজর জিয়া। পূর্ণ মদদে তো সরকারীবাহিনী তখনও ছিল এখনও আছে। কাউখালি ম্যাসাকার ছিল তেমনই একটি । হাজার হাজার পাহাড়িকে হত্যা করা হয়। যারা প্রাণে বেঁচে যান প্রাণটা হাতে নিয়ে পার্শ্ববর্তী দেশে আশ্রয় নেন রিফ্যুজি হিসাবে। ছিন্নভিন্ন হয়ে যায় কতশত পরিবার। তাদের এতবছরের রেডিমেড ভিটেমাটি জমিজমা সব দখল হয়ে যায়। এইসব ভয়াবহতার যারা প্রত্যক্ষদর্শী তারা ৭১ এর সমতুল্য খোঁজার চেষ্টা তো করতেই পারেন। কারণ চাক্ষুষ দেখা ঐ একটি অবিস্মরণীয় কালই তো তারাও দেখেছেন একই দেশের নাগরিক হিসাবে। আচ্ছা সুশীল সমাজ আপনারা বলুন পাহাড়িরা কি এদেশের নাগরিক নয়?",social,social,social
"""সত্যই, মানুষ করো নি।""",social,social,social
হা হা হা ... ক্যান্সার কি সার্জারিতে ভাল হয় !!!,social,social,social
এ বর্ববরতার শেষ নেই বঙ্গদেশে,social,social,social
"""বিষয়টি মুসলামানের নয়...স্যাটেলারদের...স্থানীয় বাঙালিদের সঙ্গে পাহাড়িদের কিন্তু কোনো সমস্যা নেই...! জিয়ার আমলে ছিন্নমূল মানুষদের পাহাড়ে জায়গা, রেশন, মাসে ভাতা, ঘর তোলার জন্য ঢেউটিন দেওয়া হয়েছিল...পরে তারা দখলে নামে...সমর্থন পায় বিশেষ বাহিনীর...তারই জের এটা...তবে হ্যাঁ, সাম্প্রদায়িকতা আমাদের রন্ধ্রে রন্ধ্রে ঢুকে গেছে।""",social,social,social
সব অমুসলিমকে হত্যা করার পর কি জিহাদ শেষ হবে?,social,social,social
শেষের লাইনটাই আসল কথা,social,social,social
‌লেখাটা নুশরত পড়ুক। সাহস পা‌বে। মনোবল পা‌বে। য‌দি সে নি‌জে‌কে চেনে।,social,social,social
স্বাধীনচেতা নারীর কাঙ্খিত পুরুষ কল্পনায় বাস্তবে না।এটা পুরুষদের ক্ষেত্রে সমান প্রযোজ্য।বাস্তবে স্বাধীচেতা মানুষ সুযোগ পেলেই বহুগামী।অতি বাস্তব অভিজ্ঞতা। মানুষকে পেঙ্গুইনের মত বিশ্বস্ত প্রেমিক হতে বলছেন।আছে নিশ্চয়ই কিন্ত নগন্য।,social,social,social
ভাল লিখেছেন।,social,social,social
"""সন্তান কার সেই নিয়ে মাথা ব্যথা নেই। সিঙ্গেল মাদারও হতে পারেন, চাইলে। কিন্তু বিষয়টা নুসরৎ মুখে একগাদা সার্জারির পর এখন যেমন দেখতে হয়েছেন সেটার চেয়ে আগে অনেক বেশি সুন্দরী ছিলেন অকৃত্রিমটায়। আর অভিনয় খুব উচ্চমানের লাগে না।""",social,antisocial,antisocial
"""পশুরা মানুষের থেকে অনেক ভালো, ওরা কখন ও বেইমানি করে না।""",social,social,social
"""এই ব্যক্তি যখন বলেন, """"পুরুষ তো পুরুষই, যশ আর নিখিলের মধ্যে কী পার্থক্য?"""", তখন এর মধ্যে যে প্রকাশ্য সেক্সিজম সেটা কিন্তু কারো চোখে পড়বে না।""",social,social,social
ওনাদের ব্যাপারে বেশি না বলাই ভালো দিদি। তবে এই শৃঙ্খল ভাঙার চেতনাবৃত কথাগুলো খুব ভালো লাগলো। আর বহুগামীতা তো স্বাধীন জীবনের এক প্রচ্ছন্ন ধারাপাত। কখনো বা প্রকট হয়ে ওঠে।,social,social,social
"""স্বাধীন, মর্যাদাসচেতন নারীর জীবনে বিয়েটা অবশ্যই অপশনাল । কিন্তু তাদের জীবনে পুরুষের অবস্থান কি কেবল‌ই জৈবিক প্রয়োজনে নাকি আর‌ও কোনো বিষয় আছে ??""",social,social,social
"""তোমার লেখার শেষ লাইনটার অপেক্ষায় সবসময় আমি থাকি, জাস্ট ধামাকা, ওটাই তোমার লেখার মাইলস্টোন। অনেক সেলিব্রিটি কাপেল কে দেখেছি,বহু বছর লিভটুগেদার করার পর, বাচ্চা কাচ্চা জন্মানোর পর, শেষপর্যন্ত বিয়ে করে,,, এখানে বিগ কোয়েশ্চেন, আফটার অল হোয়াই,,, আমার মনে হয় """"দম্পতি"""" কিংবা """"বিবাহিত"""" শব্দের প্রতি মোহ শিশুকাল থেকে মস্তিষ্কের কোথাও একটা বাসা বাঁধা থাকে, যতই তারা আধুনিক মনস্ক মনে করুক না কেন নিজেদের!!""",social,social,social
"""বাঃ, মনে ধরলো নাসরিন দিদি, বহুবার পড়ে ফেললাম, পড়লাম এক নিঃশ্বাসে""",social,social,social
খুব ভালো বলেছেন।,social,social,social
"""কলকাতার মত আধুনিক শহর আর নুসরাতের মত আধুনিক স্বনির্ভর মেয়ের সাথে যদি এমন হয়, সে যদি পুরুষতন্ত্রের শিকার হয়, তাহলে ধর্মান্ধ ঢাকার মেয়েদের কি হতে পারে সেটা বলাই বাহুল্য।""",social,social,social
"""""""স্বাধীনচেতা নারীর কাংক্ষিত পুরুষ কল্পনায় থাকে, বাস্তবে নয়।""""একবার মনে হচ্ছে হাসা উচিত, আর আবার মনে হচ্ছে, কাঁদেই ফেলি।""",social,social,social
পুরুষ তো শেষ পর্যন্ত পুরুষই// এই লাইনটা ঠিক বুঝিনি। যদি একটু ব্যাখ্যা করতেন তাহলে নিজের বোধগম্যতা ঝালাই করে নিতে পারতাম আরকি।,social,social,social
অসুর' এ নুসরত এর অভিনয় বেশ ভালো,antisocial,social,social
ওদের ডিভোর্স এর কথাবার্তা চলছে,social,social,social
"""এবং নারীও শেষ পর্যন্ত নারীই। বিদ্রুপাত্মক নয়, ন্যাচারাল বিষয়টা বললাম। হিন্দু মুসলিম বিয়ের প্র্যাকটিসটা আপনি করতে পারলেন না। যেমন আপনার মতবাদের প্র্যাক্টিস বাঙলার নারীরা করেন না। কারন আপনার মতবাদ একটা অন্ধকার কুয়ো। সেখানে পড়ে যাওয়া নারী অসহায় হয়ে পড়েন একটা সময়। যেমন আপনি। আর পতিহীন নারী বাচ্চাসহ এ সমজে পরিত্যাজ্য। আপনার মূলকথা হচ্ছে, নারীকে অভিভাবকহীন করা, নিজের পায়ে খাড়া করানো। অথচ আমরা দেখেছি এ অভিজ্ঞতা সুখকর নয়। আপনি এটার উৎকৃষ্ট উদাহরন হতে পারেন। বাঙলার নারীরা এত বছরেও আপনার একটা কথাও মানে নাই। তারমানে আপনি/আপনারা ব্যর্থ। ত থাকতে দেন নারীদের নারীদের পছন্দমত।""",social,social,social
"""শুধু পুরুষ কেনো,নারী জাতি তো কোনো দিকে পিছিয়ে নেই। সংসার গড়া থেকে ভাঙ্গার, ডিভোর্স থেকে লিভ ইন। এগুলো কে যদি গেম মনে করি আর গেমে হেরে যাওয়ার পর প্রতিপক্ষ দলকে দোষারোপ করার আগে নিজের পারফরম্যান্স এর তো ভুল ঠিক নিয়ে আত্মসমালোচনা র প্রয়োজন নেই কি??।""",social,social,social
নুসরত নুসরতের মত। তবে সাধারণ ভাবে তুলনা করা যেতেই পারে। আমার মনে হয় কমনীয়তায় নুসরত অনেক বেশী দৃষ্টিনন্দন।,social,social,social
"""স্বাধীনচেতা নারীর কাংক্ষিত পুরুষ কল্পনায় থাকে, বাস্তবে নয়।""",social,social,social
এরকমটা যদি সমাজে ঘটতে থাকে তাহলে বিয়ে করার তাৎপর্যটাই ধীরে ধীরে কমতে থাকবে আমার মনে হয়।আর আমি অবাক হ‌ই সেলিব্রিটিদের চয়েস দেখে।সাধারণ মানুষ সত্য‌ই এক্ষেত্রে অসাধারণ,social,social,social
আপনার সাথে সহমত পোষণ করেই বলছি আপনার মত ই পৃথিবীর শ্রেষ্ঠ মত এরকম ভাববেন না প্লিজ।,social,social,social
বাঙালি পুরুষ দের যৌন অভিজ্ঞতা ও যৌন চিন্তা ভাবনা বড়ই অদ্ভুত / পুরুষাঙ্গ নিয়ে এদের অহংকার ও দুশ্চিন্তার অন্ত নেই / প্রতিটি ধর্ম পুরুষ কে অবাধে ও নিরন্তর যৌন কার্যকলাপে নিরবিচ্ছিন্ন সমর্থন করে গেছে যার ফলাফল সমাজে সর্বত্র দেখা যায় / নারীদের ব‍্যবহার করতে করতে এবং টুথব্রাশের মতো ফেলে দিতে কিছু পুরুষ বিন্দুমাত্র ভাবে না / পৌরুষ নিয়ে পুরুষ দের অহংকার ও প্রবল / বাঙালি পুরুষ নারীদের যৌন স্বাধীনতায় মোটেও বিশ্বাসী নয় / নিজেদের লাম্পট‍্য নিয়ে রামায়ন মহাভারত লেখা গেলে ও নারীদের যৌন স্বাধীনতা বা যৌন আকাঙ্ক্ষার প্রতি তাদের কোনো আন্তরিকতা নেই / নারীদের মমি বানিয়ে জীবন ভর ভোগেই তারা মত্ত থাকতে চায় / নিজের যৌন চাহিদা পূরণে তারা সর্বদা ব‍্যাস্ত / পুরুষের চোখে নারী শুধুই ভোগের সামগ্রী - এর বেশি কিছু নয় / তাই একজন তসলিমা নাসরিন বা নুসরাত বা বিবি রাসেল বা যে কোনো স্বাবলম্বী নারী যারা যৌন স্বাধীনতায় বিশ্বাসী - এই পুরুষ শাসিত সমাজব্যবস্থা তাদের নষ্টা নারীর আখ্যা দেয় / নারী কে যতক্ষণ পুরুষ নিরাপদে ভোগ করে ততক্ষণ সেই নারী সতী থাকে - যেই নারী অর্থনৈতিক সামাজিক ও যৌন স্বাধীনতা ভোগ করতে চায় তখন সেই নারী সানি লিওনে পরিণত হয় / তসলিমা অনবরত পুরুষতন্ত্রের এই বদমাইশির,social,social,social
"""""""স্বাধীনচেতা নারীর কাংক্ষিত পুরুষ কল্লনায় থাকে, বাস্তবে নয়।"""" - কথাটি মনেপ্রাণে বিশ্বাস করি।""",social,social,social
সভ্য দেশ সভ্য মানুষদের দিয়ে হয়। আশা রাখি আরো পঞ্চাশ বছর পর সূর্য উঠবে আমাদের দেশেও।,social,social,social
"""তাঁর তো স্বর্গটাই মাটি। স্বাধীনতা ধুয়ে কি জল খাবে? আমার সাথে দেখা হলে আমি এই কথা বলতাম। এ-ও বলতাম, এখনও সময় আছে, স্বর্গপ্রাপ্তির....""",social,social,social
লেখাটা পড়ে মন ভালো হয়েছে। মন খারাপ ছিল।,social,social,social
"""আমার বাবা হওয়ার ই কোনো শখ নেই। নেই কোনো সন্তান-সংসার-বউ-ঝি-পুতের শখ! আমার চ্যাপ্টার আমি আমাতেই ক্লোজ করবো, এটা ভাবলে বেশ আনকমন একটা আনন্দ অনুভূত হয়""",social,social,social
